studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,Block,entryType,Grain.test.weight...g.l.CO_321.0001210,Grain.yield...kg.ha.CO_321.0001218,Plant.height...cm.CO_321.0001301
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456053,WI13OWW-199.09,plot,1457364,OWW_2020_MAD_PLOT13682,3,17,13682,9,2,5,test,77.3,4450.980392,110
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456795,GUA,plot,1457329,OWW_2020_MAD_PLOT13683,3,17,13683,9,3,5,test,73.5,4911.764706,109
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456037,WI13OWW-145.06,plot,1457419,OWW_2020_MAD_PLOT13684,3,17,13684,9,4,5,test,78.1,5892.156863,113
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1055775,WARTHOG,plot,1457365,OWW_2020_MAD_PLOT13685,3,17,13685,9,5,5,test,77.5,5450.980392,101
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456033,WI13OWW-7.02,plot,1457355,OWW_2020_MAD_PLOT13686,3,18,13686,9,6,6,test,78.2,6019.607843,111
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",224059,FORWARD,plot,1457353,OWW_2020_MAD_PLOT13687,3,18,13687,9,7,6,test,77.2,5745.098039,129
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456048,WI13OWW-260.06,plot,1457385,OWW_2020_MAD_PLOT13688,3,18,13688,9,8,6,test,78.1,5235.294118,112
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456046,WI13OWW-183.05,plot,1457388,OWW_2020_MAD_PLOT13689,3,18,13689,9,9,6,test,77.4,5421.568627,111
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",220023,NE06545,plot,1457433,OWW_2020_MAD_PLOT13690,3,18,13690,9,10,6,test,75.9,5921.568627,98
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456060,WI13OWW-212.08,plot,1457347,OWW_2020_MAD_PLOT13700,3,20,13700,10,1,5,test,76.9,5510.416667,93
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",234712,14NORD-01,plot,1457431,OWW_2020_MAD_PLOT13699,3,20,13699,10,2,5,test,77.3,5739.583333,111
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456796,15NORD-39,plot,1457334,OWW_2020_MAD_PLOT13698,3,20,13698,10,3,5,test,75.8,3843.75,104
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456048,WI13OWW-260.06,plot,1457375,OWW_2020_MAD_PLOT13697,3,20,13697,10,4,5,test,79,6020.833333,120
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456051,WI13OWW-202.07,plot,1457415,OWW_2020_MAD_PLOT13694,3,19,13694,10,7,5,test,77.3,6062.5,126
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456013,WI13OWW-140.05,plot,1457380,OWW_2020_MAD_PLOT13693,3,19,13693,10,8,6,test,78.4,5072.916667,104
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456793,ROJO_DE_SABANDO,plot,1457391,OWW_2020_MAD_PLOT13691,3,19,13691,10,10,6,test,78.6,5607.843137,131
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456015,WI13OWW-54.08,plot,1457403,OWW_2020_MAD_PLOT13701,3,21,13701,11,1,5,test,77.5,5000,120
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",920401,CLARKS_CREAM,plot,1457400,OWW_2020_MAD_PLOT13702,3,21,13702,11,2,5,test,76.6,5385.416667,93
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456792,REDEEMER,plot,1457378,OWW_2020_MAD_PLOT13703,3,21,13703,11,3,5,test,77.8,4541.666667,107
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",227974,NI12702W,plot,1457447,OWW_2020_MAD_PLOT13704,3,21,13704,11,4,5,test,79.9,6656.25,87
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456012,WI13OWW-174.01,plot,1457412,OWW_2020_MAD_PLOT13705,3,21,13705,11,5,5,test,80,6072.916667,122
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456012,WI13OWW-174.01,plot,1457335,OWW_2020_MAD_PLOT13707,3,22,13707,11,7,6,test,80.1,5750,124
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456038,WI13OWW-138.04,plot,1457416,OWW_2020_MAD_PLOT13708,3,22,13708,11,8,6,test,,5697.916667,113
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456031,WI13OWW-47.04,plot,1457354,OWW_2020_MAD_PLOT13709,3,22,13709,11,9,6,test,,6343.75,96
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456031,WI13OWW-47.04,plot,1457360,OWW_2020_MAD_PLOT13710,3,22,13710,11,10,6,test,78.2,5750,100
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456012,WI13OWW-174.01,plot,1457439,OWW_2020_MAD_PLOT13720,3,24,13720,12,1,5,test,80,5312.5,120
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456051,WI13OWW-202.07,plot,1457374,OWW_2020_MAD_PLOT13719,3,24,13719,12,2,5,test,75,5968.75,116
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456013,WI13OWW-140.05,plot,1457421,OWW_2020_MAD_PLOT13718,3,24,13718,12,3,5,test,75.9,5364.583333,108
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1382901,Turkey Red,plot,1457386,OWW_2020_MAD_PLOT13717,3,24,13717,12,4,5,test,78,5375,125
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456051,WI13OWW-202.07,plot,1457351,OWW_2020_MAD_PLOT13716,3,24,13716,12,5,5,test,,6500,125
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456017,WI13OWW-12.05,plot,1457428,OWW_2020_MAD_PLOT13715,3,23,13715,12,6,6,test,,6864.583333,114
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456048,WI13OWW-260.06,plot,1457395,OWW_2020_MAD_PLOT13714,3,23,13714,12,7,6,test,78.6,6177.083333,121
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456023,WI13OWW-11.03,plot,1457330,OWW_2020_MAD_PLOT13713,3,23,13713,12,8,6,test,77.7,5666.666667,137
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456031,WI13OWW-47.04,plot,1457441,OWW_2020_MAD_PLOT13712,3,23,13712,12,9,6,test,78,6208.333333,98
2020,9412,University of Wisconsin,Lucia Gutierrez,9560,OWW_2020_MAD,2020 OWW@Madison(design alpha with additional genotypes replicated),Alpha,1.52,3.2,2019-September-25,2020-July-17,302,"Madison,WI",1456058,WI13OWW-8.06,plot,1457444,OWW_2020_MAD_PLOT13711,3,23,13711,12,10,6,test,79.1,6229.166667,127
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335859,MI18W0200,plot,1342431,5STADV_2021_Mason-296450,1,1,1001,34,48,1,test,714.39045,5549.159893,77.978
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335419,P2112,plot,1342457,5STADV_2021_Mason-296441,1,1,1002,34,49,1,test,683.49789,5221.352596,80.772
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1054424,OH16-167-76,plot,1342450,5STADV_2021_Mason-296455,1,1,1003,34,50,1,test,720.8264,4711.369564,76.708
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1055828,IL16-36206,plot,1342441,5STADV_2021_Mason-296448,1,1,1004,34,51,2,test,723.40078,5048.290393,80.772
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335839,MI18W0144,plot,1342459,5STADV_2021_Mason-296449,1,1,1005,34,52,2,test,697.65698,5173.434967,86.36
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1281701,X12-3114-65-7-1,plot,1342454,5STADV_2021_Mason-296485,2,2,2001,34,53,2,test,716.96483,5182.215729,78.232
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335370,X12-3014-46-8-5,plot,1342475,5STADV_2021_Mason-296487,2,2,2002,34,54,3,test,695.0826,4590.547592,78.232
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1053859,OH15-191-52,plot,1342446,5STADV_2021_Mason-296483,2,2,2003,34,55,3,test,696.36979,5725.379206,85.09
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335859,MI18W0200,plot,1342466,5STADV_2021_Mason-296475,2,2,2004,34,56,3,test,720.8264,5083.737607,76.708
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",228846,P0762A1-2-8,plot,1342465,5STADV_2021_Mason-296468,2,2,2005,34,57,3,test,697.65698,5217.478969,78.232
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335628,P2105,plot,1342451,5STADV_2021_Mason-296440,1,1,1010,35,48,1,test,707.9545,5834.729106,87.376
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",223890,KY07C-1145-94-12-5,plot,1342470,5STADV_2021_Mason-296463,1,1,1009,35,49,1,test,713.10326,5291.2348,78.994
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1055471,IL16-23941,plot,1342434,5STADV_2021_Mason-296445,1,1,1008,35,50,1,test,732.41111,4617.084683,76.454
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1054792,OH17-124-70,plot,1342463,5STADV_2021_Mason-296457,1,1,1007,35,51,2,test,688.64665,5365.58642,85.09
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335370,X12-3014-46-8-5,plot,1342469,5STADV_2021_Mason-296462,1,1,1006,35,52,2,test,687.35946,4539.312408,77.724
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335628,P2105,plot,1342456,5STADV_2021_Mason-296465,2,2,2010,35,53,2,test,737.55987,5722.855894,81.788
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335419,P2112,plot,1342433,5STADV_2021_Mason-296466,2,2,2009,35,54,3,test,714.39045,4881.614904,74.676
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1054497,OH16-184-77,plot,1342477,5STADV_2021_Mason-296479,2,2,2008,35,55,3,test,713.10326,4912.405095,76.962
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335416,P2106,plot,1342430,5STADV_2021_Mason-296464,2,2,2007,35,56,3,test,687.35946,5721.397827,84.582
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335609,MI18W1044,plot,1342458,5STADV_2021_Mason-296477,2,2,2006,35,57,3,test,714.39045,4777.117914,79.756
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335867,X12-3035-50-3-3,plot,1342437,5STADV_2021_Mason-296461,1,1,1011,36,48,4,test,674.48756,4322.836355,75.692
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",220541,IL07-19334,plot,1342448,5STADV_2021_Mason-296444,1,1,1012,36,49,4,test,724.68797,5936.167073,86.614
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1281701,X12-3114-65-7-1,plot,1342443,5STADV_2021_Mason-296460,1,1,1013,36,50,4,test,719.53921,4980.604271,77.724
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335609,MI18W1044,plot,1342439,5STADV_2021_Mason-296452,1,1,1014,36,51,5,test,696.36979,4845.684586,76.454
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1054429,OH16-168-48,plot,1342442,5STADV_2021_Mason-296456,1,1,1015,36,52,5,test,713.10326,4029.4834,74.422
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1054429,OH16-168-48,plot,1342476,5STADV_2021_Mason-296481,2,2,2011,36,53,5,test,711.81607,4047.2416,74.93
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335839,MI18W0144,plot,1342436,5STADV_2021_Mason-296474,2,2,2012,36,54,6,test,714.39045,4998.800033,83.566
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",223890,KY07C-1145-94-12-5,plot,1342435,5STADV_2021_Mason-296488,2,2,2013,36,55,6,test,759.4421,5206.4902,77.724
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335663,P2117,plot,1342445,5STADV_2021_Mason-296467,2,2,2014,36,56,6,test,723.40078,4316.631799,71.882
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1055707,IL16-36752,plot,1342452,5STADV_2021_Mason-296472,2,2,2015,36,57,6,test,718.25202,5123.320858,80.264
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",228846,P0762A1-2-8,plot,1342473,5STADV_2021_Mason-296443,1,1,1020,37,48,4,test,695.0826,5095.308531,78.74
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335416,P2106,plot,1342429,5STADV_2021_Mason-296439,1,1,1019,37,49,4,test,652.60533,5587.362173,87.884
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1281707,X12-3024-47-4-1,plot,1342449,5STADV_2021_Mason-296459,1,1,1018,37,50,4,test,679.63632,4034.009419,74.422
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335907,MI18W0286,plot,1342440,5STADV_2021_Mason-296451,1,1,1017,37,51,5,test,641.02062,5402.214508,74.93
2021,6215,Five State Cooperative,Cooperative trials of elite SRWW lines,9129,5STADV_2021_Mason,"2021 Advanced Yield Trial at Mason, MI",RCBD,1.524,3.6576,2020-September-17,,261,"Mason, MI",1335663,P2117,plot,1342478,5STADV_2021_Mason-296442,1,1,1016,37,52,5,test,710.52888,4310.198201,69.596
